Hugo_Symbol	Entrez_Gene_Id	TCGA-38-4628-11	TCGA-38-4629-11	TCGA-38-4630-11	TCGA-44-3918-11	TCGA-44-3919-11	TCGA-44-4112-11	TCGA-49-4486-11	TCGA-49-4494-11	TCGA-49-4501-11	TCGA-49-4505-11	TCGA-49-4506-11	TCGA-49-4507-11	TCGA-49-4510-11	TCGA-55-1592-11	TCGA-55-1594-11	TCGA-55-1595-11	TCGA-55-1596-11	TCGA-73-4659-11	TCGA-73-4662-11	TCGA-73-4666-11	TCGA-73-4668-11	TCGA-73-4670-11	TCGA-73-4675-11	TCGA-73-4677-11
RGS14	10636	0.533916969	0.543353477	0.557879586	0.578876788	0.60018133	0.54583891	0.578106185	0.56710752	0.628817204	0.599540237	0.554233048	0.512183992	0.612562078	0.537343815	0.591054853	0.588822053	0.577055903	0.624912845	0.527185445	0.597756868	0.549589221	0.529531753	0.564815465	0.605849181
IL12RB2	3595	0.417466424	0.406096333	0.445893271	0.472940022	0.495497509	0.450007044	0.403414132	0.474791482	0.436382264	0.463398569	0.414606417	0.319304767	0.504484188	0.44173126	0.451006197	0.407393451	0.47756152	0.426930287	0.327789274	0.432482927	0.348243123	0.422444222	0.347018834	0.40077561
ANP32E	81611	0.081726024	0.091836153	0.092689734	0.089135469	0.103882611	0.098012641	0.077014762	0.084585125	0.111600021	0.08189373	0.089816436	0.087463779	0.072429432	0.083602958	0.084779118	0.073316733	0.08293613	0.086705982	0.091082159	0.093091206	0.087643247	0.080092937	0.082065202	0.121598569
NTF4	4909	0.202245504	0.272449871	0.19587729	0.195001456	0.203264289	0.255830839	0.219983863	0.185461414	0.178716739	0.25179021	0.161709415	0.230057367	0.231054593	0.261394271	0.233286447	0.196129135	0.149880951	0.243754748	0.245837457	0.211997018	0.241816376	0.19231607	0.18005893	0.215825293
PPWD1	23398	0.091378936	0.092295562	0.089075303	0.096685025	0.07993228	0.089028781	0.085424494	0.080142164	0.086004375	0.086322972	0.099990025	0.121775744	0.075168622	0.06795678	0.092850692	0.084675563	0.094755826	0.089313535	0.070425801	0.075985621	0.084602118	0.065014075	0.118150118	0.075456723
TNFRSF10C	8794	0.152478963	0.076822501	0.076046731	0.115657115	0.068579065	0.085254147	0.074776921	0.087948436	0.161405755	0.124602518	0.075173864	0.096998743	0.122762088	0.090242991	0.105400557	0.096635632	0.120728548	0.082340355	0.117922961	0.072249013	0.084004861	0.098994692	0.107093826	0.080745491
CRISPLD1	83690	0.05058326	0.118673326	0.033412627	0.043186809	0.061935388	0.122737062	0.056343269	0.074161091	0.04473016	0.05744658	0.049607394	0.057577179	0.026122104	0.063546632	0.052270135	0.035320197	0.062637293	0.040558157	0.03440718	0.049838384	0.060592359	0.035284757	0.034316096	0.051730511
TMC4	147798	0.244778677	0.187787489	0.231444994	0.227711984	0.230370614	0.223235931	0.242843634	0.189892463	0.21110114	0.185598862	0.177908076	0.187394073	0.212465375	0.213156308	0.182568597	0.154886079	0.205306626	0.209314693	0.220855656	0.204574094	0.189589358	0.177684795	0.174418391	0.200334273
GPHN	10243	0.051274124	0.039433546	0.036859782	0.047637726	0.050936572	0.037979985	0.034570017	0.030818554	0.033738366	0.03507495	0.041012476	0.043706652	0.029621449	0.03697854	0.041022734	0.03569828	0.046725475	0.033262744	0.033447432	0.035107898	0.046939748	0.029954915	0.035360011	0.032709251
RALY	22913	0.042501201	0.039476896	0.041186048	0.051915428	0.054555532	0.039275898	0.042343534	0.036768152	0.036899811	0.037015196	0.039917746	0.037976408	0.036039856	0.048121208	0.056002917	0.050476633	0.042559341	0.048739831	0.030287309	0.038786444	0.035835082	0.037521132	0.034509829	0.035214154
UNG	7374	0.011343945	0.016168386	0.014600649	0.014654028	0.021613018	0.021225455	0.014913624	0.009408146	0.010818655	0.011534937	0.01851409	0.009680581	0.009638963	0.013357981	0.017980145	0.013825252	0.010892325	0.011577352	0.009818685	0.025172231	0.012471144	0.011908903	0.010987198	0.011874681
SLC17A5	26503	0.026663413	0.026318025	0.0292784	0.029504337	0.032011341	0.031376658	0.025675712	0.021720419	0.025281898	0.022935329	0.028686686	0.023377986	0.020534455	0.025941229	0.027199756	0.029855231	0.026056486	0.024590103	0.024538688	0.02728882	0.025210269	0.028455249	0.025496095	0.025564294
ZNF512	84450	0.087498176	0.069018107	0.087980675	0.117221353	0.088877323	0.111971644	0.083528344	0.086997815	0.091939944	0.082273365	0.092019939	0.078870801	0.072375486	0.137579454	0.079330787	0.0662321	0.085042143	0.086413154	0.078944991	0.077544548	0.092836265	0.075163729	0.061444336	0.075645242
RPLP2	6181	0.101164138	0.147004185	0.179574679	0.087503666	0.108671124	0.128264533	0.095986891	0.105485817	0.114625534	0.119296344	0.11944717	0.116453589	0.077298022	0.058021116	0.108850981	0.091141199	0.069085093	0.117968586	0.138615268	0.132568403	0.114233481	0.109935175	0.103161908	0.104709637
IFFO1	25900	0.336018892	0.371939708	0.418730371	0.48920642	0.444875631	0.424442404	0.423551835	0.360775028	0.401574825	0.477738	0.506682	0.433202803	0.509682071	0.500575026	0.491787769	0.531586387	0.532386475	0.463731768	0.392049734	0.49206654	0.47671224	0.517819704	0.539872224	0.397713434
AKD1	221264	0.325623183	0.314160119	0.331804187	0.302943857	0.327428999	0.344519514	0.295251059	0.278579168	0.224521345	0.270807411	0.230244931	0.294891007	0.206627617	0.294496511	0.246009465	0.201401414	0.294854213	0.217091637	0.248203815	0.333199491	0.288109539	0.369978663	0.292670862	0.340580095
IL1F5	26525	0.651693009	0.728716608	0.736346219	0.758345403	0.752835465	0.738466283	0.756757442	0.730998199	0.608418726	0.697624656	0.72490294	0.778432178	0.711403877	0.735444574	0.723281248	0.744017438	0.712897339	0.748362927	0.733805539	0.733147669	0.743901544	0.691128736	0.844169418	0.670719708
VMAC	400673	0.025448093	0.027557697	0.026901109	0.028956149	0.023885337	0.022455581	0.027324752	0.022460273	0.025071988	0.0250408	0.029716081	0.029376404	0.026719284	0.01897923	0.025517921	0.024350564	0.034983653	0.026338771	0.022382755	0.032028329	0.027152254	0.022825784	0.024651313	0.021796889
WFDC3	140686	0.789625719	0.810994172	0.857388711	0.885175138	0.892321309	0.841352409	0.827389889	0.808665821	0.830175659	0.818479119	0.808828964	0.783360234	0.809841276	0.801900299	0.771307606	0.802818697	0.80679449	0.845725143	0.792919988	0.818713885	0.809916006	0.839616396	0.81438761	0.782306492
CCDC72	51372	0.012588688	0.019269263	0.017259403	0.016005671	0.016025312	0.016891842	0.017148084	0.013899346	0.014387953	0.014452711	0.016783948	0.013589577	0.015796689	0.014641593	0.016023244	0.015086465	0.016135579	0.01190877	0.01295372	0.018059188	0.023294818	0.014872662	0.014342879	0.01396414
GZF1	64412	0.049550681	0.052672618	0.042752557	0.03826579	0.040827825	0.055072301	0.051908788	0.044514714	0.058358983	0.043866828	0.037608129	0.045492627	0.034920625	0.080081674	0.032364198	0.037570037	0.036735066	0.045788325	0.0459654	0.04966582	0.048332646	0.039879931	0.034544236	0.03810578
SLC24A3	57419	0.02423527	0.033359954	0.03242352	0.021429333	0.018744751	0.038895004	0.04021241	0.02221078	0.021480314	0.022584977	0.018954414	0.018554881	0.014737616	0.018095182	0.020051579	0.019082567	0.02176654	0.017682909	0.022026301	0.022137865	0.030026651	0.016707681	0.021292801	0.024331505
PHTF1	10745	0.111432668	0.113537829	0.089322259	0.096158449	0.096353642	0.101692698	0.089121786	0.083435488	0.112451684	0.096011371	0.125598544	0.086043237	0.096839947	0.082860038	0.075205288	0.071564549	0.057171673	0.086319724	0.088951535	0.06770594	0.084009637	0.083157873	0.085344428	0.077174367
HBG1	3047	0.930415063	0.918458931	0.915232599	0.902566815	0.93479418	0.860075465	0.928127609	0.919091086	0.908995424	0.920121501	0.879890173	0.918454745	0.940717664	0.89956354	0.884186675	0.926305258	0.910019259	0.904256623	0.931483012	0.915510442	0.910587412	0.93083715	0.930339555	0.925077634
RPL7A	6130	0.559896927	0.565718621	0.641315055	0.618407175	0.644672021	0.573529702	0.623421372	0.617449034	0.65649366	0.574559592	0.544281468	0.628864334	0.557348972	0.554918844	0.646006829	0.569242768	0.592192873	0.670413783	0.673171593	0.622974422	0.608611541	0.605450225	0.608161607	0.580982041
ACYP2	98	0.050504116	0.054268893	0.047696398	0.051256794	0.042558534	0.055872076	0.056785374	0.040235328	0.05054485	0.040954817	0.042165801	0.042974384	0.038622294	0.029294285	0.030869577	0.029852544	0.027616871	0.044950294	0.045842181	0.042447686	0.048714665	0.109978219	0.036607948	0.050464527
CD209	30835	0.51138827	0.495960135	0.488960199	0.527253608	0.501307588	0.467539518	0.445867296	0.515200053	0.564528154	0.462176151	0.413852507	0.495754985	0.522640247	0.541953694	0.438930697	0.481769575	0.50248801	0.512969687	0.532216431	0.508344441	0.431899642	0.500851042	0.508372538	0.499664934
KCNK3	3777	0.149269629	0.230525116	0.178360735	0.184515701	0.326913498	0.265989707	0.194844378	0.224859905	0.142919257	0.249442132	0.157276607	0.257997225	0.126687879	0.189025731	0.169388907	0.167321379	0.150374691	0.159200302	0.168786743	0.187110943	0.301224692	0.133960891	0.092284997	0.204586253
AADAT	51166	0.055156284	0.043670012	0.049198596	0.029376542	0.034629167	0.048433107	0.041463603	0.027266502	0.022238646	0.025551579	0.038543399	0.04698114	0.028535473	0.025288619	0.025354977	0.024367295	0.029281774	0.025429679	0.018586439	0.031475715	0.036288855	0.028054718	0.023740737	0.070278546
FLT3LG	2323	0.011478619	0.012489825	0.010708747	0.010835176	0.015951488	0.016063257	0.011378853	0.008464326	0.011496667	0.01049685	0.011433286	0.011352214	0.008898117	0.011568266	0.013473219	0.012197069	0.012300912	0.010767058	0.009687358	0.011557143	0.010166303	0.010669438	0.008952597	0.009585475
TUBA4B	80086	0.014376027	0.012231612	0.013744206	0.013572833	0.013197684	0.01339788	0.013442783	0.008389561	0.013718288	0.011755565	0.009959845	0.01098434	0.014001503	0.013226423	0.015436175	0.013950929	0.021232711	0.012513661	0.009491784	0.015496407	0.013156466	0.013513059	0.011791396	0.012112339
MYO1H	283446	0.894580594	0.801296457	0.883969117	0.860506152	0.892203429	0.817972452	0.852183593	0.875018167	0.883774226	0.768533201	0.87809041	0.862587148	0.839713175	0.793319585	0.852970868	0.856739958	0.837448526	0.837914799	0.892973329	0.787496289	0.748943784	0.836897382	0.781733968	0.883228276
SV2A	9900	0.039011014	0.034544458	0.023605544	0.022632543	0.023571081	0.031682007	0.015455782	0.017314201	0.054123216	0.015332053	0.020628827	0.033816889	0.039799227	0.031033203	0.022996078	0.016107133	0.050402036	0.012506281	0.028237277	0.026880382	0.074633108	0.025388693	0.040834362	0.021080522
PZP	5858	0.910258643	0.848745493	0.858633985	0.912744242	0.912955351	0.893887178	0.838390495	0.864202583	0.895241249	0.858436309	0.867808335	0.884684525	0.900355936	0.904334459	0.87931989	0.837839685	0.909133462	0.923726155	0.890565008	0.85070632	0.855564265	0.919058754	0.921403004	0.904650104
RAD9A	5883	0.01330643	0.015491584	0.016448309	0.013428773	0.015523511	0.012267206	0.015668924	0.013646901	0.011595415	0.014375225	0.013654168	0.013400139	0.011179145	0.012723852	0.012370568	0.012363554	0.013269444	0.012998031	0.011157285	0.014920515	0.013252195	0.011925739	0.011265282	0.016468348
YTHDC1	91746	0.316045747	0.405960543	0.438164628	0.374811887	0.351306808	0.439092436	0.370733326	0.382279574	0.418671541	0.293312234	0.248785397	0.36101167	0.330103431	0.358418309	0.257897424	0.236269151	0.321740553	0.378025799	0.373512008	0.36109194	0.355027175	0.382061007	0.408919003	0.400054975
ENPP1	5167	0.017777328	0.018881418	0.032147535	0.022196392	0.028004683	0.030254792	0.018292905	0.016021048	0.014218447	0.023674573	0.02138478	0.021959031	0.014215406	0.020808428	0.024947924	0.030486424	0.024259547	0.017410836	0.012379802	0.023987299	0.095755776	0.016479385	0.032354366	0.023065439
TRAPPC1	58485	0.417758337	0.483672925	0.361086653	0.341233932	0.338295012	0.355142235	0.371280807	0.344681153	0.262945855	0.321298748	0.318542499	0.477234212	0.383148909	0.445571865	0.28719923	0.296097482	0.374914097	0.294737387	0.403910998	0.315883907	0.295030122	0.222079042	0.341143576	0.306261088
BTN3A1	11119	0.071078869	0.122475532	0.117050729	0.052997235	0.1188302	0.056012234	0.102914615	0.063245505	0.095435962	0.116313865	0.16924785	0.133934671	0.079903584	0.062844078	0.149096762	0.07539142	0.112078108	0.068764962	0.067540138	0.118014113	0.128520871	0.059540704	0.089448452	0.104794486
C5	727	0.832374071	0.822514768	0.79503656	0.848157046	0.863325518	0.840520654	0.812117544	0.85125498	0.830955707	0.800862365	0.786768348	0.779023262	0.842673574	0.874800676	0.850582144	0.866470813	0.876682633	0.845953869	0.858345032	0.799344073	0.774009878	0.874569626	0.80071603	0.851081021
ZNF621	285268	0.115727747	0.085657817	0.11895356	0.118540979	0.077491391	0.114021443	0.085344195	0.091031939	0.118196313	0.061907052	0.066554044	0.146110951	0.105623193	0.064608414	0.099287284	0.073696667	0.068728367	0.102625085	0.121252736	0.10547066	0.112453498	0.105380473	0.082487106	0.122674499
ANXA1	301	0.93793315	0.941011254	0.938302665	0.94144263	0.917375445	0.913013319	0.933128013	0.943598124	0.938723996	0.917520523	0.928054035	0.943545884	0.935586478	0.923219244	0.907593728	0.912051352	0.910450543	0.9432375	0.929021034	0.915629692	0.916991068	0.944431955	0.926914434	0.92799327
CCDC7	79741	0.039047437	0.046790331	0.042785167	0.059241141	0.057308829	0.038156702	0.062278189	0.042768333	0.044954969	0.048028488	0.076336766	0.047785133	0.042394738	0.057859487	0.040786758	0.051226998	0.042652971	0.065054457	0.033427493	0.046261244	0.050712205	0.039853061	0.042350402	0.04167618
NCAPH	23397	0.568198697	0.660362887	0.580140772	0.597168412	0.672686705	0.513739695	0.604642273	0.496828003	0.549331492	0.408565873	0.507837097	0.528767934	0.497088536	0.628099241	0.516225541	0.473112889	0.440892729	0.584830416	0.586525318	0.643215996	0.674004598	0.657016907	0.575840836	0.600463579
RILPL2	196383	0.023544159	0.021094088	0.025061299	0.031587803	0.027379668	0.022297138	0.02456445	0.020798392	0.023867265	0.023044597	0.02284019	0.022056365	0.025300472	0.024708483	0.026881204	0.018644838	0.021184139	0.024943835	0.019377687	0.028364394	0.026730978	0.022317427	0.026921313	0.019683181
DAAM2	23500	0.376058194	0.329440403	0.361152366	0.441850286	0.377012103	0.535948791	0.423556819	0.327343286	0.405947396	0.325912952	0.420307351	0.453017847	0.271773882	0.382574308	0.389752444	0.314415435	0.37622648	0.271566753	0.373957035	0.489262543	0.410553138	0.330674712	0.316837188	0.400122895
SLC29A1	2030	0.505143798	0.411929737	0.345589136	0.368108749	0.370447281	0.390504006	0.39167412	0.401860449	0.483481053	0.367865234	0.312572958	0.392799679	0.38072109	0.407516573	0.392150177	0.434559302	0.408417365	0.403524127	0.432715574	0.38803215	0.281337533	0.371961726	0.310036661	0.416496559
FFAR3	2865	0.409296709	0.395850313	0.303549117	0.309369008	0.359850269	0.397422151	0.406103294	0.266152911	0.285864832	0.353323689	0.292132031	0.243506109	0.394454923	0.403598992	0.298260363	0.32491575	0.457492203	0.391860796	0.221757687	0.309363578	0.379617662	0.349089063	0.286952392	0.343187558
DQX1	165545	0.931536422	0.853250154	0.849466562	0.91672355	0.924554978	0.906596725	0.935268313	0.932821691	0.914362686	0.868792946	0.821786593	0.893778123	0.905595989	0.933726614	0.876227214	0.864427527	0.914787798	0.933563455	0.920451599	0.889009684	0.845785777	0.907505538	0.90966353	0.939394388
MMP10	4319	0.169497148	0.180567028	0.181099953	0.203683922	0.107727401	0.205405017	0.180313925	0.207113627	0.234614018	0.154981492	0.203427908	0.284659099	0.146923322	0.148613027	0.278234496	0.15274443	0.197067122	0.173798037	0.205228663	0.191441097	0.255471942	0.18280317	0.292396229	0.189329729
ATP7B	540	0.086156601	0.099062307	0.084066442	0.098787424	0.366808453	0.114617482	0.077763408	0.070882855	0.057285483	0.0902193	0.088604713	0.092153557	0.086969999	0.098262864	0.059007706	0.066970994	0.083886973	0.068829065	0.080895356	0.08245313	0.096278271	0.092035728	0.07807327	0.079831926
GSTA3	2940	0.87214162	0.893070027	0.903868623	0.906809393	0.857427293	0.874231391	0.830005186	0.894426973	0.876098439	0.888587089	0.872338624	0.901513928	0.884143521	0.916820487	0.900475722	0.913578373	0.933549418	0.900462937	0.922177537	0.914197697	0.864155809	0.897338314	0.912944567	0.897255547
UNC13B	10497	0.023100289	0.037766084	0.025811263	0.021656261	0.02347768	0.025808028	0.025697863	0.022459799	0.022795092	0.031679643	0.021981032	0.023642838	0.02034729	0.045551197	0.018526786	0.02043399	0.015877199	0.017104715	0.018580062	0.025365689	0.030632558	0.020161214	0.0278629	0.023968615
SYT7	9066	0.074658553	0.100229967	0.097127973	0.090191128	0.107515453	0.14640016	0.131683201	0.110538128	0.047080688	0.124276481	0.063326667	0.085836051	0.107261507	0.143429421	0.095909366	0.099171227	0.105195465	0.099402959	0.113470178	0.125735756	0.130729555	0.059092655	0.090038167	0.085079546
SNURF	8926	0.66080224	0.585617139	0.629298281	0.632293069	0.676455969	0.634206275	0.664847346	0.626257864	0.61010004	0.600498848	0.558958173	0.604310061	0.59270075	0.547967875	0.525401632	0.593719356	0.584459352	0.629622303	0.642905553	0.615723538	0.636072185	0.633980781	0.654091295	0.695974261
LOC348840		0.451467538	0.420751163	0.40962167	0.522120965	0.480869815	0.50536205	0.414739585	0.44109554	0.490205784	0.430842571	0.458524977	0.493530267	0.430908872	0.399836843	0.44346914	0.342929804	0.434076648	0.431812144	0.391362581	0.502225597	0.513375916	0.559218529	0.401414278	0.438818691
PPIH	10465	0.019780548	0.016255888	0.022527789	0.018491031	0.021588289	0.016603552	0.017397129	0.017741986	0.01836355	0.018428492	0.022022333	0.019363053	0.015621022	0.018517819	0.021882464	0.016426599	0.018813764	0.018580976	0.015428165	0.021005839	0.022513886	0.020905554	0.017663517	0.019068393
GZMH	2999	0.790798448	0.65259054	0.806767041	0.740751136	0.73755483	0.781847093	0.744717431	0.745708668	0.79241994	0.770163409	0.781837376	0.794851442	0.800172304	0.693082786	0.811232629	0.766715103	0.788921802	0.777100216	0.75051507	0.786684575	0.772033058	0.740206542	0.837897689	0.73970831
OBFC2B	79035	0.122492185	0.105332984	0.132802433	0.09288742	0.123461417	0.129463291	0.12729551	0.11174159	0.109877354	0.121737402	0.093209273	0.110341236	0.106329205	0.112604649	0.11479647	0.151860158	0.102552182	0.131146125	0.09430849	0.105000112	0.12560014	0.117330006	0.097264658	0.109946175
GJA5	2702	0.288394584	0.278172269	0.309304614	0.348845996	0.297797913	0.334839685	0.349622237	0.321257799	0.272625044	0.311566486	0.357793248	0.288693487	0.301674559	0.265723293	0.299531407	0.308785978	0.345987953	0.29117415	0.263633032	0.31380923	0.327172012	0.360321135	0.30220731	0.248344815
SERPINA1	5265	0.14328868	0.160253609	0.131132662	0.159708414	0.164604088	0.18064158	0.173494974	0.12360318	0.115018595	0.152867204	0.13854748	0.173536072	0.113072593	0.174095495	0.109057169	0.112087538	0.119813554	0.114220845	0.09922265	0.144088285	0.136959669	0.151421701	0.101106989	0.102796074
RDH5	5959	0.600952505	0.717483371	0.585531811	0.638658588	0.592316839	0.598791104	0.643678138	0.669644633	0.633658646	0.619896149	0.525854488	0.601302048	0.706243156	0.684963276	0.653360643	0.491679551	0.639508266	0.623922163	0.691182804	0.624436392	0.663766842	0.674324735	0.69950519	0.665118577
NOL10	79954	0.273856502	0.481555758	0.567092755	0.470202478	0.493043554	0.250161633	0.586571509	0.288262056	0.344160317	0.376180249	0.238927491	0.469324677	0.151366455	0.378518601	0.319373823	0.401202007	0.172246159	0.435869886	0.359883276	0.517628064	0.498777622	0.436480251	0.224054667	0.269600031
