Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2659-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01
BMP3	651	-0.9350	0.5302	-0.8589	-1.4040	1.2301	-0.8584	-0.8839	2.3265	0.0041	1.3248	1.6127	2.8185	-0.6371	-0.9531	0.6002	-0.2458	-0.9436	0.4057	2.1609	0.3426	-0.9414	1.1324	-0.3098	0.2695	0.2483	0.1869	2.7346	0.7291	-0.6604	1.8786	-0.0029	-0.7140
TMEM180	79847	-2.5750	-1.0955	0.3732	0.8922	-0.0562	-1.3657	1.7884	0.2060	-0.4454	-1.0113	-0.2060	1.0367	-0.5310	0.1806	0.3505	2.0627	-0.7451	-1.2226	-2.0734	0.4682	-0.2314	-1.1638	0.7357	-0.2889	0.5351	0.8120	1.7015	0.6153	-0.2809	1.0046	0.5230	0.5966
MAP1LC3C	440738	2.1613	0.0257	0.6741	-1.1239	2.3044	0.6339	0.8621	2.0273	-0.5141	0.2469	-0.6069	2.0539	1.2950	-0.5489	1.5173	0.1991	0.3409	0.8502	-0.0284	-0.7198	-0.3038	-0.2651	-1.3313	-0.3412	-0.9329	0.0594	0.4556	2.4354	-1.1524	-0.7744	-0.6374	0.3382
CRYGC	1420	-0.6809	-1.7409	-0.0215	0.2150	-1.8142	0.0426	-1.1556	-0.1124	0.5394	-0.1024	-0.5016	-0.3253	1.0667	0.8004	3.6416	1.1385	-0.9770	-0.1101	-0.6763	-1.7013	-0.2719	0.2593	-1.6127	-0.4138	1.0324	0.8904	-2.0355	1.4407	5.2366	-0.7641	0.8866	0.5241
POU3F1	5453	0.3179	-0.6052	0.9272	0.4624	1.5909	2.2029	-0.9453	-0.5211	1.3871	0.1004	-0.6488	-1.6197	-0.1568	-0.7875	-0.7704	1.4400	0.4131	-0.0079	-0.4680	-1.1197	-1.0730	-0.4080	-1.4046	0.7474	-0.4320	0.5258	-0.7939	-0.3620	0.9775	1.2086	-0.1530	-0.3424
CASS4	57091	-3.5106	-0.6500	-0.7373	-0.8654	-0.4788	-0.3261	0.7777	0.1088	0.3657	0.5140	-0.7806	0.5446	0.0155	-0.1193	2.8684	-0.2558	0.6760	-0.0854	-0.5652	0.4437	-1.0392	-0.0362	-0.9595	-0.3338	-1.2265	-0.2761	-0.8933	-0.2753	-0.0091	0.1953	0.3156	1.1389
INO80E	283899	-0.3638	-0.7981	1.9625	0.0545	-0.8372	2.1814	-0.4813	-0.6468	-0.8711	-0.7963	-1.7396	0.2574	1.7097	0.9355	-0.1004	-0.9458	0.9337	-0.3941	-2.1935	0.1025	0.0153	0.4994	0.0598	1.6225	-1.1434	1.8041	0.8109	1.0975	-2.0013	2.8328	0.0972	-0.6432
HIGD1B	51751	-0.7552	0.6157	0.5715	0.2001	0.2817	-2.0270	1.7658	0.6053	-1.9366	0.7201	0.9181	-0.2502	-1.5448	-0.0106	-1.0515	-0.2619	0.0980	2.0549	0.5448	-0.5696	-0.5897	-0.6596	0.1224	-0.5572	0.5445	-0.4239	0.8739	2.1652	0.1429	1.2608	1.2589	-0.2220
USP6NL	9712	-1.2991	-0.2755	0.1608	-0.0360	0.5677	-0.3512	-0.2258	0.3856	-0.6804	-0.0083	2.8614	-0.9960	-0.6111	0.2202	0.3534	-2.0950	-1.1753	-4.4848	-0.6042	0.3274	-0.2901	0.5498	2.1510	-1.0017	1.4931	0.3848	-1.4323	-3.0213	0.8088	-1.0213	-1.3920	0.7522
ABCD4	5826	0.2922	-0.3359	-0.7200	-1.7157	0.7011	0.5712	0.1761	-0.7867	0.8667	-3.2117	1.5497	-1.9315	0.1211	0.3355	-1.5646	-0.1414	0.4791	-1.4244	0.5973	-2.0896	1.1814	-1.7714	-0.3331	1.2240	0.7602	-0.1503	-0.5723	1.7043	0.5341	-2.0696	-0.3215	-2.2400
DIMT1	27292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEK	7010	0.2953	-0.6948	-0.9045	-0.4596	0.9827	-0.9764	1.2901	2.0373	-0.6483	0.3315	-0.3194	-1.8111	0.2053	-0.2591	-0.3558	-0.6793	-0.9406	1.3185	-0.7317	0.1355	-1.1151	-0.2548	-0.1119	2.2174	-0.7610	-0.4545	0.0031	-0.4355	-1.8449	0.4319	-0.7293	0.2126
SLC25A46	91137	0.4382	0.0673	1.4319	-0.0151	-0.6253	0.1648	-0.8483	0.0673	-0.5781	-0.7313	-1.4921	0.4529	0.2803	-0.7869	0.4004	-0.5513	0.1129	1.8317	-0.4464	-1.8001	-0.3640	-0.8808	-6.1932	0.3836	-0.4139	-1.4485	-0.2082	-0.0592	-0.8163	-0.4663	0.4886	-0.6652
LARP7	51574	-0.4825	0.0559	-2.8595	1.4549	0.1413	0.3924	0.9984	0.9980	0.7806	1.9342	-0.6911	1.3457	0.3690	0.8283	-0.3510	0.2748	0.2486	-0.0371	1.1800	0.1930	-0.2608	0.0352	-0.3808	0.7814	0.3316	-0.8092	0.6054	-0.3355	-2.2662	-0.2012	1.1367	-0.1674
CD160	11126	1.4316	0.8199	1.4859	-1.1402	1.7142	-0.9821	0.0480	1.7139	0.0389	-0.8659	-1.1830	-0.7312	-1.9784	-1.4140	0.4554	1.6370	0.1665	-0.3647	-1.2744	-0.3527	-0.2337	-0.6196	-0.4906	1.0774	-0.1457	-1.6106	-0.1115	-0.2214	-0.0441	0.2546	0.9432	-0.3450
MT1JP	4498	-0.8612	0.8542	0.6166	-1.8406	-0.4857	0.2575	-0.8413	0.8153	0.2683	-0.2671	-1.1268	0.7535	1.0164	-0.8813	1.9934	0.6368	2.0723	0.4706	0.3705	0.3024	-1.6029	-1.0696	-1.6254	-0.4380	-1.1163	0.1712	0.0021	0.0274	-1.2312	0.6974	-0.2355	0.3306
PHF20	51230	0.6513	1.2519	-1.5899	-1.1263	-0.5593	0.7412	0.4101	-0.3953	0.2566	0.2191	0.6034	1.7568	0.2016	-0.5873	0.3472	-2.0959	-0.5622	-0.8931	1.8026	0.9773	0.1393	0.5572	-0.0572	-1.3562	0.1577	-1.8446	-0.7331	0.1596	0.2379	0.3751	-1.6782	0.7766
CPNE4	131034	2.0732	0.6882	-0.2177	-0.1372	2.0957	-0.0586	0.2066	0.9952	-0.8380	0.5998	-0.1017	-1.1234	1.3671	1.4682	-1.2791	-0.0380	-2.1388	-0.4098	0.8564	0.2523	-2.1315	2.2587	-1.5144	-0.2201	-1.3059	-0.9331	-0.1138	1.1876	-0.5646	-0.7311	-2.6582	0.7282
GTPBP1	9567	-0.6916	-0.7064	-1.6209	-0.4797	-0.6513	-1.5015	-0.2130	0.7572	0.5778	-0.7372	0.6847	-0.8710	-0.9242	0.0166	0.7548	-1.0642	-1.3221	-0.5391	1.4118	0.0778	-0.1998	2.0595	-0.7637	-0.6119	-0.2413	-1.6727	-1.1624	-1.0060	0.2284	-0.4409	-0.2598	1.0077
RAB33B	83452	0.6755	-1.3580	-0.6454	0.6119	-0.1742	-0.4464	-0.0443	-0.3600	-0.7809	-0.4971	-0.1920	-1.2743	0.7849	-0.6085	-0.8696	-2.2548	0.0888	0.6999	-0.1196	-1.8978	-0.1030	-0.3330	-2.9696	0.8469	-1.0736	0.2675	2.1305	0.3370	-1.0067	2.1022	0.9985	-1.1019
ALDOC	230	0.5118	0.6657	-0.6068	-0.3573	-0.8145	1.8445	-0.4928	-1.0093	-0.0716	0.5043	0.5524	2.1283	1.0826	0.9242	-1.2690	0.7545	0.6020	1.3223	-1.5040	0.2391	0.8395	-0.3442	-0.9630	1.9075	0.1474	-0.3803	0.4943	-0.2050	2.3626	1.2694	-1.0621	0.2515
ZNF212	7988	1.0750	3.5362	-5.8853	-1.0888	2.6785	-0.3665	-2.0314	2.0475	1.7831	-2.3414	0.2661	2.9571	-0.1729	-0.0124	-0.0234	-0.1745	2.7761	-3.6019	3.9972	5.1051	-3.2966	2.8296	2.7352	-3.6287	0.9050	-4.5131	1.6635	-4.0048	0.5887	-0.5679	1.2575	-1.4224
NUDT1	4521	3.5383	2.3573	0.7091	-1.0097	-1.6220	1.1520	-1.4014	0.5662	-0.1294	4.6966	-0.5067	1.2061	0.6942	-1.8465	0.5116	0.7333	0.3582	-0.3086	-0.5188	0.2722	0.5226	2.5674	3.0506	0.5827	1.3478	1.7770	-0.7549	-0.0549	-0.3599	1.0014	-0.1823	-3.0788
RFPL2	10739	-1.5291	0.3695	-0.7731	-0.7575	-0.4486	-0.5312	-1.0523	-0.9831	0.9960	-0.9362	-0.2363	-1.2302	-0.2410	-0.4982	-0.8710	-0.5820	-0.3984	0.9585	-1.0466	-0.2750	2.0923	-0.3210	1.1786	-0.9517	-0.9152	-0.5848	2.4821	1.9590	0.8447	0.3825	1.0840	-0.1813
ZNF83	55769	-1.9434	-2.7463	-1.2087	-0.2539	0.3059	0.8206	-0.6696	-0.3729	0.0325	0.5791	0.5264	0.0580	0.4547	0.4936	-0.7363	-0.6688	-0.0345	0.8722	0.2465	0.6137	-0.0308	0.4484	-0.0565	-0.8344	0.1383	0.4696	0.5255	0.2456	0.1774	-0.7061	1.3879	-0.6016
GDPD5	81544	-2.0801	0.0622	0.2413	-0.8682	-0.1903	1.0147	-0.0579	0.8635	0.7798	0.2550	1.8053	-0.0651	0.3505	-0.3728	1.3398	-0.5236	-1.0375	0.0381	0.0949	1.1499	0.0949	-0.8568	-1.4533	-0.5544	-0.7290	-1.4672	-2.2933	-0.2587	2.0826	-0.3661	-1.2448	0.0421
PDCD4	27250	-2.7460	-1.0580	-0.5930	-0.0607	0.1862	-2.0452	0.4992	0.8112	0.1503	-0.3804	1.1645	-0.3112	-0.0055	-1.5652	-0.8111	-0.3348	-0.3858	-0.9483	0.0926	0.2562	0.0055	-0.0980	1.1936	0.1327	1.2781	1.2611	0.1252	-0.2842	0.6371	1.5783	-1.0227	1.7655
CEP350	9857	1.8481	0.0208	-1.1210	0.3686	0.6391	1.6041	0.5724	1.1521	0.6719	0.9144	1.9928	0.6283	1.0298	0.2354	0.9715	-1.6182	-0.5351	0.0003	1.6223	1.1741	0.2257	2.4120	0.0744	-0.0340	0.1339	-0.7979	-0.0414	-1.3287	0.5326	-0.3332	-0.1545	1.4115
CST7	8530	-1.5202	1.0571	0.5062	-1.4983	1.1564	-0.6046	-0.1646	1.4375	0.0942	-0.0202	0.1734	0.1242	1.1023	-1.2276	0.8879	1.1771	1.1629	2.9686	0.5526	-0.8296	-0.5696	-0.5288	-0.4423	-0.9863	-0.5100	-1.9696	-0.8067	-0.1187	-0.1516	0.2407	-0.0008	0.5174
CIAO1	9391	2.8907	0.8861	3.1465	0.4161	2.1720	0.9080	0.8961	0.6647	0.7175	-1.5171	-0.9459	0.2620	-0.9657	-0.4864	1.5235	2.1053	1.4369	0.1741	-0.9551	0.2005	2.2401	-0.0996	1.4078	2.0001	0.9450	1.6755	0.4062	1.7165	2.4081	-0.2120	-0.7125	-0.7667
SELL	6402	-1.5467	-0.3594	0.0024	-0.9640	0.3752	-1.0546	1.2412	1.1277	0.7133	-0.1368	0.1117	1.2708	-0.4659	-1.2682	2.3935	0.9877	0.4968	-0.1621	1.4915	-1.2909	-0.7183	-0.7532	-0.0762	-1.2057	0.5405	-1.5372	-0.7418	1.7234	-0.0898	0.2086	-0.7660	0.0675
OR8J3	81168	-0.5643	0.2942	1.6519	-1.0811	0.1473	-0.5362	-1.8074	-0.0267	-0.6362	-1.0905	1.2164	0.3901	1.0549	0.5464	0.5068	-2.2168	-0.0642	0.1734	-0.6143	-1.2145	-0.1079	1.0528	-0.2496	1.3247	0.2536	0.3557	-0.1611	0.4901	0.9090	0.9590	-0.7727	0.9465
LTBP4	8425	-1.2018	-0.8151	0.2870	1.0094	-1.0014	1.0941	0.1295	0.6022	1.1545	0.5899	-1.9430	1.6630	1.3477	1.6277	0.4576	-0.2411	-0.9759	-0.7721	-1.3610	0.4367	-0.8414	-0.0002	-2.0485	0.9788	-0.1241	-0.6342	0.3942	-0.1334	0.1083	1.2464	-0.2687	1.0137
SIRT6	51548	0.3434	-1.5365	0.5622	1.0808	0.5506	-0.1545	-0.8969	-0.1843	0.5199	-1.2051	-0.7461	1.3534	1.1869	0.7660	1.7693	0.2481	-1.4338	-0.7478	-0.8555	-1.5688	-0.5348	-0.2258	-1.1330	1.0369	1.0195	0.4453	0.9565	-0.7536	0.1719	-0.9333	0.1214	-1.9698
CCL19	6363	-0.4124	0.0210	0.7046	0.1866	0.3870	-0.5490	0.8746	0.3335	1.1179	0.3461	0.3498	-0.3514	-2.3911	-1.4850	0.1014	1.1586	1.0773	0.6551	0.7728	-0.0932	0.1915	-0.2034	-0.1191	0.3246	0.9295	-2.2302	-0.3890	0.7071	0.4309	0.6345	0.5194	0.0369
PPIL1	51645	-0.6943	0.3374	1.8268	1.7352	0.5551	-0.2241	0.2871	-0.6393	-0.2256	-0.3750	-0.7582	-0.6336	-0.6794	-0.3472	-0.7736	1.5096	1.5111	0.3164	-0.1250	-0.0094	1.0633	0.9939	2.6728	-0.8187	2.7159	2.2944	-0.6490	1.0370	-1.9770	0.4132	0.1002	-0.4827
GBP7	388646	1.3991	1.1809	-0.3734	0.0663	0.0721	-0.1865	-1.4916	1.6433	-0.8470	0.5818	-2.2375	0.6106	-0.5850	-0.3850	2.3986	-1.6510	1.2380	0.4643	-0.2213	1.3014	-0.1922	-0.7578	0.3711	0.2332	0.7202	1.4542	-0.2538	0.5992	-1.4809	-0.9689	1.4344	0.2836
STK17A	9263	1.0083	0.7807	0.8256	-0.5349	0.4312	0.3772	-0.0028	1.2991	0.5932	0.8425	-1.2291	-0.4277	0.9710	-0.5041	0.7233	0.2614	2.0518	1.4146	0.1955	-1.5525	-1.3174	-0.1877	-1.4551	1.8714	-0.9555	-0.4812	-0.3998	1.2826	-0.4280	0.8122	1.0974	-0.1388
ABR	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXE1	2304	0.8032	0.9200	1.6436	-0.7501	0.9671	0.2717	-1.1087	1.4155	0.5047	0.1128	-0.8748	-1.5260	-0.7815	-1.1521	1.5835	0.4297	1.3582	-0.4863	-0.5840	1.2212	1.6149	-0.2838	-0.7822	-0.7600	1.2591	-0.7677	0.2338	1.7304	-1.9220	-0.5362	-0.9211	-0.4497
CNGA3	1261	NaN	-1.1440	-0.9183	1.2643	0.3809	0.2108	0.8759	-0.5988	-0.7182	-0.0620	-0.4297	-1.1751	0.2543	-0.5856	-0.8466	0.4986	0.1113	-1.3184	1.1947	0.5467	1.4280	0.9380	-1.3092	-0.8416	0.7960	2.1080	0.5439	0.7611	1.8456	-0.2279	-1.1726	1.6023
GML	2765	0.4193	2.6191	1.1634	0.1767	0.5561	0.8606	0.5105	1.3116	1.4874	-1.8294	-0.6212	-0.2776	-0.4046	-1.4142	0.3460	0.2125	-4.7310	-0.9468	0.1816	-0.4746	0.6684	0.9387	0.7352	0.4388	-2.4823	-0.1099	1.1243	-0.5235	1.6991	1.9710	-0.0204	0.0920
CD38	952	-1.3269	-0.2082	0.7801	1.1107	1.1145	-0.3988	1.2030	0.7086	1.4826	-0.0331	-0.2460	-0.3597	-2.4549	-1.1757	0.1898	-0.0248	0.0886	-0.4946	0.1066	-0.8448	0.2501	-0.1471	2.8137	-0.3971	0.3047	-0.0849	-1.3381	0.9131	1.1675	0.1951	-0.3467	0.1572
ZDHHC6	64429	-1.4765	1.1312	1.3065	-0.4051	0.3783	-0.6384	-0.5814	-0.7749	-2.7143	-1.3659	-1.6678	-0.3520	0.4905	1.2777	-0.7213	0.1605	1.6962	1.2700	-1.2520	-1.2039	0.1914	-0.3288	2.2966	-1.4112	-0.4576	1.6625	0.6182	-0.3946	-0.3177	-2.1117	0.5198	-0.3830
NEFH	4744	0.5120	-0.9240	2.8514	0.5302	-0.3639	-1.1661	-0.4360	0.2611	0.0547	-0.0045	-1.1482	2.0098	0.8740	-0.1582	0.3192	1.9115	5.2933	-0.0387	-0.1658	4.4441	2.5422	0.1473	5.6770	1.7771	-0.5210	-0.5859	-0.8059	0.0718	9.8736	-0.0064	-0.1866	-0.5320
CTDSP2	10106	0.9857	-0.2749	-2.1422	-0.7782	1.0674	0.3877	-0.0162	0.8454	3.0785	1.0796	1.1382	0.2493	0.7330	1.4146	2.5223	-1.6311	-0.2028	-0.4566	1.3746	0.1621	0.8979	1.7611	-1.5046	-0.2662	-0.1652	-2.1645	-0.2766	-0.8609	0.9019	-1.0645	0.5400	2.5332
PGBD5	79605	0.1548	1.8249	3.6457	-0.8727	-0.6196	0.7750	-0.2566	-0.2914	0.7859	-0.2593	-0.0054	4.0392	3.2506	-0.2497	3.8716	0.8735	-0.8442	-0.1188	0.8467	0.1086	0.7986	0.1600	-1.4950	-1.0291	-1.4150	-1.5284	-1.4375	-0.2826	0.3615	0.0986	1.7616	0.3029
CCNY	219771	-1.8116	-0.3833	0.6564	-1.7386	1.7672	0.6294	-0.5531	1.0293	-1.3059	-1.5291	0.5661	-0.9198	-0.8780	-1.2390	0.5498	1.4684	1.6403	-1.0031	0.4660	0.9332	0.6041	0.2712	-0.5586	0.8917	1.6036	1.1652	-0.9123	-1.2927	1.0781	-0.9574	0.1780	-0.4119
RMND5B	64777	2.1603	0.8441	-0.5504	1.6176	1.4731	1.6318	1.3899	-0.3201	1.6161	2.0392	-1.1298	0.3823	-0.3094	-0.0805	-1.2480	1.5919	-0.8278	0.5890	1.5188	-0.0424	-0.5495	2.4662	-0.1697	-0.6442	-0.4583	0.7201	1.2445	3.2100	-0.8780	-0.2264	1.1405	1.1755
ZNF257	113835	-1.8691	-0.5002	0.0954	-0.8721	-0.3524	-0.0281	-0.2328	-0.7456	0.9224	1.5072	-0.7976	0.6370	0.3077	1.2825	-1.0011	0.0378	1.3761	0.0803	-0.5538	1.3472	1.2024	0.1922	-1.5735	0.6676	0.4061	0.1230	-0.9786	0.0049	1.5535	-0.4851	-0.3815	-0.4040
EXOSC7	23016	-0.2266	0.3009	0.7251	-0.2455	-0.7767	-1.3490	-0.0892	-1.2841	-2.0053	-2.2412	0.6057	-0.2065	-0.9203	1.2961	-1.0987	1.8208	-1.6755	-0.9592	-0.8563	-0.3661	-0.4658	1.4016	-2.2256	-0.6893	1.1419	-0.0133	0.4462	-0.2885	-1.2579	-0.5306	0.1881	1.0287
ROR2	4920	-1.5556	0.0641	0.4127	-0.7950	0.9226	0.0661	-0.6275	0.3641	0.1257	-0.7723	-0.9922	1.1626	2.1739	-1.0937	1.5728	0.5421	0.8329	0.7319	-0.5461	-0.5082	-0.7538	0.8771	-1.5940	0.5537	-0.9034	-0.6851	-0.7897	-0.0360	-0.0429	0.8963	-0.8432	-0.0222
MAOA	4128	-0.6075	0.1666	-0.9549	1.3933	-1.1444	-0.5837	2.0435	-0.0630	0.3514	-0.5429	-0.7945	-0.6666	-2.1587	1.1671	-1.2527	-0.0263	-2.8265	0.0921	0.4751	1.8661	-0.7060	0.1967	0.0399	-0.9050	-0.5149	0.8119	1.1254	1.6898	1.1461	0.4824	0.5898	1.5342
TNNT3	7140	-0.2224	0.3893	0.4169	-0.5055	-0.3257	-0.7926	-0.5919	-0.7746	0.2241	-0.4867	0.2912	-1.2289	-0.8102	-0.4196	-0.8249	0.4538	-0.8505	0.1466	-0.3241	-1.3521	0.0301	-1.2004	-0.4787	-0.9770	-1.4230	-0.3572	3.8126	1.4940	-2.3562	-0.0663	-0.5659	0.8465
GYPC	2995	-1.6050	-0.8898	1.9467	0.3665	1.9263	1.0613	-0.6121	1.1671	2.7137	0.6171	-1.1458	-0.3662	0.0155	-0.5562	0.9579	0.5805	-0.7413	1.1809	-1.0250	-0.1132	-0.0368	-0.1162	-1.0917	0.9471	-0.7720	-1.4331	-0.8795	1.8307	1.0818	0.4939	1.1929	1.2086
C7ORF33	202865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLIN1	5346	-1.3770	0.4312	1.9249	0.6589	0.8814	0.3661	-1.4486	0.6034	0.6747	-1.0160	0.4533	-2.8828	-0.2663	0.0972	0.1227	0.5349	-2.5726	1.4618	0.9935	-0.9486	-0.3167	-0.7403	-0.5308	-0.2414	0.4596	0.0785	0.3367	-0.0925	-0.8892	-0.4096	-1.0466	-1.4775
RNF4	6047	0.5739	0.9804	-0.7610	-0.7034	0.1691	0.6847	-0.2352	0.7583	0.6798	-0.4258	0.7624	1.7428	0.5167	0.5862	1.9050	-2.2217	-0.4900	-1.0210	0.9177	0.3431	2.1997	1.1717	1.7208	-0.9591	-0.3164	-0.5070	0.4513	-1.1668	-0.2232	-0.7594	-0.4856	1.1532
F8A1	8263	0.1904	1.2073	-1.1949	-0.9387	0.4484	-0.9053	-0.1229	0.0727	0.5507	1.0962	1.2279	0.1703	0.1346	-0.1480	1.8248	-2.3566	-0.6348	-0.2562	0.5105	2.3111	0.0099	0.5170	2.1969	-0.8951	-0.6288	-0.6152	-0.3108	-1.0522	0.0840	0.9081	-0.4895	0.1539
PLEKHG4	25894	1.5871	0.2067	-0.2932	-2.2459	0.0762	-1.0281	-1.4399	0.3532	-0.3078	-0.1868	1.0308	0.0194	0.7724	0.8905	-0.8224	0.6889	0.1604	-0.4367	-0.8850	-0.9047	0.6364	-1.4649	0.9024	1.4383	-1.2292	-0.6273	-0.3104	-0.7238	0.8377	-0.0104	0.6914	0.0916
GRB2	2885	-0.2302	0.9779	-0.2418	-1.6192	2.7301	-0.5765	-0.0997	2.2861	0.8499	-0.0338	-0.4093	3.9372	-0.7208	-0.9818	1.8741	-0.2204	1.1604	-0.3361	1.4396	0.9934	0.3059	1.8878	-0.3647	0.8879	-0.6879	-3.9094	-0.3498	-0.3623	1.9794	-0.5554	-0.4071	0.3165
HIST1H2AD	3013	-0.7803	2.1340	0.8544	0.7192	1.5698	-0.0757	-1.0728	2.6577	-0.7309	-0.1702	0.5677	-0.7289	0.8724	0.2937	1.4438	1.0492	1.7357	0.6608	-1.9957	0.9859	-1.5064	-1.3440	-0.5376	1.4276	0.4362	0.7949	-0.6694	-1.1321	1.3759	-0.7405	0.5894	0.1986
DUS3L	56931	-1.1981	-0.0637	-0.2910	1.6595	0.5903	0.8899	0.0446	0.6752	-0.3815	0.0965	-0.1702	-1.1666	-0.1077	0.5112	0.6437	1.7856	-0.5606	-0.7966	-1.5882	-0.5682	-0.2160	-1.6056	0.9301	-0.2633	0.4191	0.3120	-0.1849	-0.9413	-1.6007	-0.2944	0.7403	-0.7186
FPGT	8790	-0.0684	-0.9413	1.6430	1.5569	-1.5111	-0.2859	-0.0719	-0.8228	-1.0622	0.6582	-1.2971	0.5601	0.5676	0.5571	-2.5855	0.2934	1.1991	0.2322	-0.3929	0.9239	-0.7551	-0.5591	1.8276	1.7948	-1.1289	-1.5384	1.1439	-0.3048	-0.7527	0.4526	2.0212	-1.5777
GDF10	2662	-0.3742	-0.6091	-0.6933	0.6434	-0.6816	-0.9949	0.1855	0.5787	0.1053	0.5976	-0.0582	-1.4099	-0.6012	1.4767	-1.5537	-1.0143	-1.2264	0.7569	0.1583	-0.0944	-0.3747	-0.4168	-1.7238	-1.2893	-1.3964	2.5145	0.0121	0.9499	-1.0347	0.1584	0.5082	1.0575
COQ9	57017	-0.7575	-1.4781	-1.1834	0.2866	-1.2005	-1.5891	0.1403	-0.9368	-1.5560	0.2279	-0.7308	0.6890	2.1217	1.2345	-0.6422	0.8086	-2.3246	-0.3838	-3.8309	-3.1659	0.9346	-0.5899	1.1790	2.5892	-0.8194	0.9975	-0.9358	-1.3115	-0.9262	0.4318	-1.1194	1.3637
GCC2	9648	0.3780	-0.6156	-2.6851	-1.7311	-0.1869	-1.5483	-0.4314	-0.7629	0.8761	-0.0153	1.0439	-0.1338	0.1107	2.2581	-0.2535	-1.6682	-0.4117	-0.0851	1.1414	0.9191	1.0804	1.0677	-0.9938	0.3865	-0.1527	-0.2205	-0.8988	-0.9570	0.6173	-0.7459	0.0515	0.6123
RARRES3	5920	0.2486	1.1375	1.4961	-0.9717	0.4774	-1.1559	-0.2109	0.3200	0.8611	0.3649	-1.5289	0.1944	-2.0841	-0.0520	-0.1778	1.1402	1.2047	0.7277	0.7715	0.0168	-1.8439	-1.9083	-0.0012	0.6021	1.1531	-2.6169	-0.3027	1.1316	0.1897	-0.0124	0.7513	-0.7089
PLXNA1	5361	1.0079	1.5284	-1.1194	-0.7244	-0.4881	0.3758	-0.6643	0.1141	-0.0700	0.2082	-0.3312	2.0995	0.2048	0.7880	1.8362	-2.2632	-1.4444	-0.7515	1.2546	0.0598	0.6441	0.3536	-0.3673	-0.2489	-1.3957	-2.0381	0.1751	-2.5278	-1.8939	-2.5522	-1.1403	-0.2287
KIAA0100	9703	0.6673	0.0125	-2.5082	0.1800	0.1170	0.2051	0.8295	-0.2065	0.1653	0.5067	0.5037	1.0954	-0.5124	0.6594	-0.8125	-1.0232	-1.1011	-0.9455	1.6487	0.4956	1.5368	-0.0966	0.0110	-1.4466	-0.1718	-2.1254	-0.0176	-0.9020	0.5184	-0.3953	-0.4985	1.0420
PMF1	11243	-0.3847	-0.4101	0.2759	2.0497	-0.2068	0.8068	1.3691	0.3581	-1.4779	-0.6615	1.6954	-2.0074	-0.1975	-0.3011	-0.8521	1.8552	1.2695	-0.3078	-0.8340	0.4812	-1.0353	-0.0992	-1.5254	2.6047	-0.4215	0.1174	0.5260	-0.0096	0.0613	2.0825	0.0920	1.9528
FNDC1	84624	-1.4395	0.3075	-1.3313	-0.3124	1.2910	-0.0894	1.4335	-0.3201	-1.9084	0.1192	-0.8652	0.9095	0.8305	0.2713	0.9116	-0.5476	1.1434	0.3320	0.1173	-0.6539	-0.0921	0.5765	0.5293	1.0735	-0.7843	0.6894	-1.1707	-0.9779	0.5178	0.7996	-0.2323	-0.4128
HS2ST1	9653	-1.4563	-0.9447	0.0856	-1.4661	-0.5537	-0.6214	1.6936	-0.1520	0.1623	1.1744	-0.1433	1.8176	-0.5167	0.6880	0.4803	-1.2800	0.2757	-0.3672	0.1850	2.3500	1.6813	0.0112	1.8641	3.4684	1.1243	-0.4926	0.0851	-0.0817	1.6432	0.5253	-0.3555	-1.0401
CRELD2	79174	-0.7957	-1.0516	-2.2030	0.5200	-0.0696	-1.5111	1.1057	-0.2516	0.2103	-0.8652	-0.4752	0.5533	0.3082	0.0870	0.9066	-1.9549	-2.4652	0.4305	-0.4194	1.1591	0.8924	-0.4909	2.7356	-0.4924	0.0483	-2.0224	1.4913	-0.0172	0.5734	-0.5379	-1.2611	0.3390
